Branta canadensis,Canada Goose ,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Canada_Goose/
Zonotrichia albicollis,White-throated Sparrow ,Song Birds,https://www.allaboutbirds.org/guide/White-throated_Sparrow
Junco hyemalis,Dark-eyed Junco ,Song Birds,https://www.allaboutbirds.org/guide/Dark-eyed_Junco
Piranga rubra,Summer Tanager ,Song Birds,https://www.allaboutbirds.org/guide/Summer_Tanager
Piranga olivacea,Scarlet Tanager ,Song Birds,https://www.allaboutbirds.org/guide/Scarlet_Tanager
Cardinalis cardinalis,Northern Cardinal ,Song Birds,https://www.allaboutbirds.org/guide/Northern_Cardinal
Pheucticus ludovicianus,Rose-breasted Grosbeak ,Song Birds,https://www.allaboutbirds.org/guide/Rose-breasted_Grosbeak
Passerina caerulea,Blue Grosbeak ,Song Birds,https://www.allaboutbirds.org/guide/Blue_Grosbeak
Passerina cyanea,Indigo Bunting ,Song Birds,https://www.allaboutbirds.org/guide/Indigo_Bunting
Spiza americana,Dickcissel ,Song Birds,https://www.allaboutbirds.org/guide/Dickcissel
Dolichonyx oryzivorus,Bobolink ,Song Birds,https://www.allaboutbirds.org/guide/Bobolink
Agelaius phoeniceus,Red-winged Blackbird ,Song Birds,https://www.allaboutbirds.org/guide/Red-winged_Blackbird
Sturnella magna,Eastern Meadowlark ,Song Birds,https://www.allaboutbirds.org/guide/Eastern_Meadowlark
Sturnella neglecta,Western Meadowlark ,Song Birds,https://www.allaboutbirds.org/guide/Western_Meadowlark
Xanthocephalus xanthocephalus,Yellow-headed Blackbird ,Song Birds,https://www.allaboutbirds.org/guide/Yellow-headed_Blackbird
Euphagus cyanocephalus,Brewer's Blackbird ,Song Birds,https://www.allaboutbirds.org/guide/Brewers_Blackbird
Quiscalus quiscula,Common Grackle ,Song Birds,https://www.allaboutbirds.org/guide/Common_Grackle
Quiscalus mexicanus,Great-tailed Grackle ,Song Birds,https://www.allaboutbirds.org/guide/Great-tailed_Grackle
Molothrus ater,Brown-headed Cowbird ,Song Birds,https://www.allaboutbirds.org/guide/Brown-headed_Cowbird
Icterus spurius,Orchard Oriole ,Song Birds,https://www.allaboutbirds.org/guide/Orchard_Oriole
Icterus galbula,Baltimore Oriole ,Song Birds,https://www.allaboutbirds.org/guide/Baltimore_Oriole
Haemorhous mexicanus,House Finch ,Song Birds,https://www.allaboutbirds.org/guide/House_Finch
Haemorhous purpureus,Purple Finch ,Song Birds,https://www.allaboutbirds.org/guide/Purple_Finch
Loxia curvirostra,Red Crossbill ,Song Birds,https://www.allaboutbirds.org/guide/Red_Crossbill
Loxia leucoptera,White-winged Crossbill ,Song Birds,https://www.allaboutbirds.org/guide/White-winged_Crossbill
Spinus pinus,Pine Siskin ,Song Birds,https://www.allaboutbirds.org/guide/Pine_Siskin
Spinus tristis,American Goldfinch ,Song Birds,https://www.allaboutbirds.org/guide/American_Goldfinch
Coccothraustes vespertinus,Evening Grosbeak ,Song Birds,https://www.allaboutbirds.org/guide/Evening_Grosbeak
Passer domesticus,House Sparrow ,Song Birds,https://www.allaboutbirds.org/guide/House_Sparrow
Athene cunicularia,Burrowing Owl,Raptors,https://www.allaboutbirds.org/guide/Burrowing_Owl
Rallus elegans,King Rail,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/king_rail
Charadrius melodus,Piping Plover,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Piping_Plover
Recurvirostra americana,American Avocet,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/American_Avocet
Pluvialis dominica,American Golden-Plover,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/American_Golden-Plover
Tryngites subruficollis,Buff-breasted Sandpiper,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Buff-breasted_Sandpiper
Calidris alpina,Dunlin,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/dunlin
Tringa melanoleuca,Greater Yellowlegs,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Greater_Yellowlegs
Limosa haemastica,Hudsonian Godwit,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Hudsonian_Godwit
Arenaria interpres,Ruddy Turnstone,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Ruddy_Turnstone
Euphagus carolinus,Rusty Blackbird,Song Birds,https://www.allaboutbirds.org/guide/Rusty_Blackbird
Calidris pusilla,Semipalmated Sandpiper,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Semipalmated_Sandpiper
Limnodromus griseus,Short-billed Dowitcher,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Short-billed_Dowitcher
Numenius hudsonicus,Hudsonian Whimbrel,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Hudsonian_Whimbrel
Calidris fuscicollis,White-rumped Sandpiper,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/White-rumped_Sandpiper
Cygnus olor,Mute Swan,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Mute_Swan
Spatula cyanoptera,Cinnamon Teal,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Cinnamon_Teal
Histrionicus histrionicus,Harlequin Duck,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Harlequin_Duck
Melanitta perspicillata,Surf Scoter,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Surf_Scoter
Melanitta americana,Black Scoter,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Black_Scoter
Bucephala islandica,Barrow's Goldeneye,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Barrows_Goldeneye
Stercorarius parasiticus,Parasitic Jaeger,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Parasitic_Jaeger/
Xema sabini,Sabine's Gull,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Sabines_Gull
Hydrocoloeus minutus,Little Gull,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Little_Gull
Larus fuscus,Lesser Black-backed Gull,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Lesser_Black-backed_Gull
Larus hyperboreus,Glaucous Gull,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Glaucous_Gull
Larus marinus,Great Black-backed Gull,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Great_Black-backed_Gull
Gavia stellata,Red-throated Loon,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Red-throated_Loon/
Gavia pacifica,Pacific Loon,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Pacific_Loon
Sayornis saya,Say's Phoebe,Song Birds,https://www.allaboutbirds.org/guide/Says_Phoebe
Thryothorus ludovicianus,Carolina Wren,Song Birds,https://www.allaboutbirds.org/guide/Carolina_Wren
Myadestes townsendi,Townsend's Solitaire,Song Birds,https://www.allaboutbirds.org/guide/Townsends_Solitaire
Ixoreus naevius,Varied Thrush,Song Birds,https://www.allaboutbirds.org/guide/Varied_Thrush
Piranga ludoviciana,Western Tanager,Song Birds,https://www.allaboutbirds.org/guide/Western_Tanager
Dendrocygna autumnalis,Black-bellied Whistling-Duck,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Black-bellied_Whistling-Duck
Branta bernicla,Brant,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Brant
Mareca penelope,Eurasian Wigeon,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Eurasian_Wigeon
Somateria spectabilis,King Eider,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/King_Eider
Zenaida asiatica,White-winged Dove,Other Land Birds,https://www.allaboutbirds.org/guide/White-winged_Dove
Charadrius nivosus,Snowy Plover,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Snowy_Plover
Calidris pugnax,Ruff,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/ruff
Calidris maritima,Purple Sandpiper,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Purple_Sandpiper
Calidris mauri,Western Sandpiper,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Western_Sandpiper
Phalaropus fulicarius,Red Phalarope,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Red_Phalarope/
Stercorarius pomarinus,Pomarine Jaeger,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Pomarine_Jaeger
Rissa tridactyla,Black-legged Kittiwake,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Black-legged_Kittiwake
Leucophaeus atricilla,Laughing Gull,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Laughing_Gull
Larus schistisagus,Slaty-backed Gull,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Slaty-backed_Gull
Sterna paradisaea,Arctic Tern,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Arctic_Tern
Nannopterum brasilianum,Neotropic Cormorant,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Neotropic_Cormorant
Pelecanus occidentalis,Brown Pelican,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Brown_Pelican
Plegadis falcinellus,Glossy Ibis,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Glossy_Ibis
Aegypius monachus,Black Vulture,Raptors,https://www.allaboutbirds.org/guide/Black_Vulture
Ictinia mississippiensis,Mississippi Kite,Raptors,https://www.allaboutbirds.org/guide/Mississippi_Kite
Buteo regalis,Ferruginous Hawk,Raptors,https://www.allaboutbirds.org/guide/Ferruginous_Hawk
Tyrannus forficatus,Scissor-tailed Flycatcher,Song Birds,https://www.allaboutbirds.org/guide/Scissor-tailed_Flycatcher
Passer montanus,Eurasian Tree Sparrow,Song Birds,https://www.allaboutbirds.org/guide/Eurasian_Tree_Sparrow
Leucosticte tephrocotis,Gray-crowned Rosy-Finch,Song Birds,https://www.allaboutbirds.org/guide/Gray-crowned_Rosy-Finch
Zonotrichia atricapilla,Golden-crowned Sparrow,Song Birds,https://www.allaboutbirds.org/guide/Golden-crowned_Sparrow
Helmitheros vermivorum,Worm-eating Warbler,Song Birds,https://www.allaboutbirds.org/guide/Worm-eating_Warbler
Setophaga discolor,Prairie Warbler,Song Birds,https://www.allaboutbirds.org/guide/Prairie_Warbler
Passerina ciris,Painted Bunting,Song Birds,https://www.allaboutbirds.org/guide/Painted_Bunting
Dendrocygna bicolor,Fulvous Whistling-Duck,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Fulvous_Whistling-Duck
Spatula querquedula,Garganey,Waterfowl and Wading Birds,https://birdsoftheworld.org/bow/species/gargan/cur/introduction
Anas fulvigula,Mottled Duck,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Mottled_Duck
Somateria mollissima,Common Eider,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Common_Eider
Mergellus albellus,Smew,Waterfowl and Wading Birds,https://birdsoftheworld.org/bow/species/smew/cur/introduction
Lagopus lagopus,Willow Ptarmigan,Other Land Birds,https://www.allaboutbirds.org/guide/Willow_Ptarmigan
Lagopus muta,Rock Ptarmigan,Other Land Birds,https://www.allaboutbirds.org/guide/Rock_Ptarmigan
Patagioenas fasciata,Band-tailed Pigeon,Other Land Birds,https://www.allaboutbirds.org/guide/Band-tailed_Pigeon
Columbina inca,Inca Dove,Other Land Birds,https://www.allaboutbirds.org/guide/Inca_Dove
Columbina passerina,Common Ground Dove,Other Land Birds,https://www.allaboutbirds.org/guide/Common_Ground_Dove
Crotophaga sulcirostris,Groove-billed Ani,Other Land Birds,https://www.allaboutbirds.org/guide/Groove-billed_Ani
Phalaenoptilus nuttallii,Common Poorwill,Other Land Birds,https://www.allaboutbirds.org/guide/Common_Poorwill
Antrostomus carolinensis,Chuck-will's-widow,Other Land Birds,https://www.allaboutbirds.org/guide/Chuck-wills-widow
Aeronautes saxatalis,White-throated Swift,Other Land Birds,https://www.allaboutbirds.org/guide/White-throated_Swift
Colibri thalassinus,Mexican Violetear,Other Land Birds,https://birdsoftheworld.org/bow/species/grnvie1/cur/introduction
Eugenes fulgens,Rivoli's Hummingbird,Other Land Birds,https://www.allaboutbirds.org/guide/Rivolis_Hummingbird
Calypte anna,Anna's Hummingbird,Other Land Birds,https://www.allaboutbirds.org/guide/Annas_Hummingbird
Calypte costae,Costa's Hummingbird,Other Land Birds,https://www.allaboutbirds.org/guide/Costas_Hummingbird
Selasphorus rufus,Rufous Hummingbird,Other Land Birds,https://www.allaboutbirds.org/guide/Rufous_Hummingbird
Selasphorus calliope,Calliope Hummingbird,Other Land Birds,https://www.allaboutbirds.org/guide/Calliope_Hummingbird
Laterallus jamaicensis,Black Rail,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Black_Rail
Porphyrio martinica,Purple Gallinule,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Purple_Gallinule
Charadrius wilsonia,Wilson's Plover,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Wilsons_Plover
Numenius americanus,Long-billed Curlew,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Long-billed_Curlew
Calidris acuminata,Sharp-tailed Sandpiper,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Sharp-tailed_Sandpiper
Calidris ferruginea,Curlew Sandpiper,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Curlew_Sandpiper
Stercorarius longicaudus,Long-tailed Jaeger,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Long-tailed_Jaeger
Cepphus grylle,Black Guillemot,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Black_Guillemot
Chroicocephalus ridibundus,Black-headed Gull,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Black-headed_Gull
Rhodostethia rosea,Ross's Gull,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Rosss_Gull
Larus canus,Common Gull,Shorebirds and Seabirds,https://birdsoftheworld.org/bow/species/mewgul/cur/introduction
Larus glaucescens,Glaucous-winged Gull,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Glaucous-winged_Gull
Sternula antillarum,Least Tern,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Least_Tern
Gelochelidon nilotica,Gull-billed Tern,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Gull-billed_Tern
Thalasseus sandvicensis,Sandwich Tern,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Sandwich_Tern
Thalasseus elegans,Elegant Tern,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Elegant_Tern
Gavia adamsii,Yellow-billed Loon,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Yellow-billed_Loon
Mycteria americana,Wood Stork,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Wood_Stork
Fregata magnificens,Magnificent Frigatebird,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Magnificent_Frigatebird
Egretta tricolor,Tricoloured Heron,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Tricolored_Heron
Eudocimus albus,White Ibis,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/White_Ibis
Elanoides forficatus,Swallow-tailed Kite,Raptors,https://www.allaboutbirds.org/guide/Swallow-tailed_Kite
Elanus leucurus,White-tailed Kite,Raptors,https://www.allaboutbirds.org/guide/White-tailed_Kite
Melanerpes lewis,Lewis's Woodpecker,Other Land Birds,https://www.allaboutbirds.org/guide/Lewiss_Woodpecker
Melanerpes formicivorus,Acorn Woodpecker,Other Land Birds,https://www.allaboutbirds.org/guide/Acorn_Woodpecker
Sphyrapicus thyroideus,Williamson's Sapsucker,Other Land Birds,https://www.allaboutbirds.org/guide/Williamsons_Sapsucker
Caracara plancus,Crested Caracara,Raptors,https://www.allaboutbirds.org/guide/Crested_Caracara
Pyrocephalus rubinus,Vermilion Flycatcher,Song Birds,https://www.allaboutbirds.org/guide/Vermilion_Flycatcher
Myiarchus cinerascens,Ash-throated Flycatcher,Song Birds,https://www.allaboutbirds.org/guide/Ash-throated_Flycatcher
Tyrannus melancholicus,Tropical Kingbird,Song Birds,https://www.allaboutbirds.org/guide/Tropical_Kingbird
Tyrannus vociferans,Cassin's Kingbird,Song Birds,https://www.allaboutbirds.org/guide/Cassins_Kingbird
Tyrannus savana,Fork-tailed Flycatcher,Song Birds,https://birdsoftheworld.org/bow/species/fotfly/cur/introduction
Nucifraga columbiana,Clark's Nutcracker,Other Land Birds,https://www.allaboutbirds.org/guide/Clarks_Nutcracker
Tachycineta thalassina,Violet-green Swallow,Song Birds,https://www.allaboutbirds.org/guide/Violet-green_Swallow
Sitta pygmaea,Pygmy Nuthatch,Song Birds,https://www.allaboutbirds.org/guide/Pygmy_Nuthatch
Thryomanes bewickii,Bewick's Wren,Song Birds,https://www.allaboutbirds.org/guide/Bewicks_Wren
Cinclus mexicanus,American Dipper,Song Birds,https://www.allaboutbirds.org/guide/American_Dipper
Oenanthe oenanthe,Northern Wheatear,Song Birds,https://www.allaboutbirds.org/guide/Northern_Wheatear
Turdus pilaris,Fieldfare,Song Birds,https://birdsoftheworld.org/bow/species/fieldf/cur/introduction
Toxostoma curvirostre,Curve-billed Thrasher,Song Birds,https://www.allaboutbirds.org/guide/Curve-billed_Thrasher
Oreoscoptes montanus,Sage Thrasher,Song Birds,https://www.allaboutbirds.org/guide/Sage_Thrasher
Fringilla montifringilla,Brambling,Song Birds,https://birdsoftheworld.org/bow/species/brambl/cur/introduction
Haemorhous cassinii,Cassin's Finch,Song Birds,https://www.allaboutbirds.org/guide/Cassins_Finch
Rhynchophanes mccownii,Thick-billed Longspur,Song Birds,https://www.allaboutbirds.org/guide/Thick-billed_Longspur
Pipilo chlorurus,Green-tailed Towhee,Song Birds,https://www.allaboutbirds.org/guide/Green-tailed_Towhee
Spizella breweri,Brewer's Sparrow,Song Birds,https://www.allaboutbirds.org/guide/Brewers_Sparrow
Amphispiza bilineata,Black-throated Sparrow,Song Birds,https://www.allaboutbirds.org/guide/Black-throated_Sparrow
Icterus bullockii,Bullock's Oriole,Song Birds,https://www.allaboutbirds.org/guide/Bullocks_Oriole
Icterus parisorum,Scott's Oriole,Song Birds,https://www.allaboutbirds.org/guide/Scotts_Oriole
Geothlypis tolmiei,MacGillivray's Warbler,Song Birds,https://www.allaboutbirds.org/guide/MacGillivrays_Warbler
Setophaga kirtlandii,Kirtland's Warbler,Song Birds,https://www.allaboutbirds.org/guide/Kirtlands_Warbler
Setophaga nigrescens,Black-throated Gray Warbler,Song Birds,https://www.allaboutbirds.org/guide/Black-throated_Gray_Warbler
Setophaga townsendi,Townsend's Warbler,Song Birds,https://www.allaboutbirds.org/guide/Townsends_Warbler
Setophaga occidentalis,Hermit Warbler,Song Birds,https://www.allaboutbirds.org/guide/Hermit_Warbler
Myioborus pictus,Painted Redstart,Song Birds,https://www.allaboutbirds.org/guide/Painted_Redstart
Acanthis flammea,Redpoll,Song Birds,https://www.allaboutbirds.org/guide/Redpoll
Anser albifrons,Greater White-fronted Goose,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Greater_White-fronted_Goose
Anser caerulescens,Snow Goose,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Snow_Goose
Anser rossii,Ross's Goose,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Rosss_Goose
Anthus rubescens,American Pipit,Song Birds,https://www.allaboutbirds.org/guide/American_Pipit
Aquila chrysaetos,Golden Eagle,Raptors,https://www.allaboutbirds.org/guide/Golden_Eagle
Aythya marila,Greater Scaup,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Greater_Scaup
Bombycilla garrulus,Bohemian Waxwing,Song Birds,https://www.allaboutbirds.org/guide/Bohemian_Waxwing
Branta hutchinsii,Cackling Goose,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Cackling_Goose
Bubo scandiacus,Snowy Owl,Raptors,https://www.allaboutbirds.org/guide/Snowy_Owl
Buteo lagopus,Rough-legged Hawk,Raptors,https://www.allaboutbirds.org/guide/Rough-legged_Hawk
Calcarius lapponicus,Lapland Longspur,Song Birds,https://www.allaboutbirds.org/guide/Lapland_Longspur
Calcarius pictus,Smith's Longspur,Song Birds,https://www.allaboutbirds.org/guide/Smiths_Longspur
Calidris alba,Sanderling,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Sanderling
Calidris bairdii,Baird's Sandpiper,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Bairds_Sandpiper
Calidris canutus,Red Knot,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Red_Knot
Calidris himantopus,Stilt Sandpiper,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Stilt_Sandpiper
Calidris melanotos,Pectoral Sandpiper,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Pectoral_Sandpiper
Calidris minutilla,Least Sandpiper,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Least_Sandpiper
Catharus minimus,Gray-cheeked Thrush,Song Birds,https://www.allaboutbirds.org/guide/Gray-cheeked_Thrush
Charadrius semipalmatus,Semipalmated Plover,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Semipalmated_Plover
Chroicocephalus philadelphia,Bonaparte's Gull,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Bonapartes_Gull
Clangula hyemalis,Long-tailed Duck,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Long-tailed_Duck
Corvus corone,Carrion Crow,Other Land Birds,https://birdsoftheworld.org/bow/species/carcro1/cur/introduction
Cygnus columbianus,Tundra Swan,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Tundra_Swan
Falco mexicanus,Prairie Falcon,Raptors,https://www.allaboutbirds.org/guide/Prairie_Falcon
Falco rusticolus,Gyrfalcon,Raptors,https://www.allaboutbirds.org/guide/Gyrfalcon
Grus americana,Whooping Crane,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/Whooping_Crane
Himantopus mexicanus,Black-necked Stilt,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Black-necked_Stilt
Hydroprogne caspia,Caspian Tern,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Caspian_Tern
Lanius borealis,Northern Shrike,Song Birds,https://www.allaboutbirds.org/guide/Northern_Shrike
Larus californicus,California Gull,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/California_Gull
Larus glaucoides,Iceland Gull,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Iceland_Gull
Leiothlypis celata,Orange-crowned Warbler,Song Birds,https://www.allaboutbirds.org/guide/Orange-crowned_Warbler
Limnodromus scolopaceus,Long-billed Dowitcher,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Long-billed_Dowitcher
Passerella iliaca,Fox Sparrow,Song Birds,https://www.allaboutbirds.org/guide/Fox_Sparrow
Passerina amoena,Lazuli Bunting,Song Birds,https://www.allaboutbirds.org/guide/Lazuli_Bunting
Phalaropus lobatus,Red-necked Phalarope,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Red-necked_Phalarope
Pheucticus melanocephalus,Black-headed Grosbeak,Song Birds,https://www.allaboutbirds.org/guide/Black-headed_Grosbeak
Pinicola enucleator,Pine Grosbeak,Song Birds,https://www.allaboutbirds.org/guide/Pine_Grosbeak
Pipilo maculatus,Spotted Towhee,Song Birds,https://www.allaboutbirds.org/guide/Spotted_Towhee
Plectrophenax nivalis,Snow Bunting,Song Birds,https://www.allaboutbirds.org/guide/Snow_Bunting
Plegadis chihi,White-faced Ibis,Waterfowl and Wading Birds,https://www.allaboutbirds.org/guide/White-faced_Ibis
Pluvialis squatarola,Black-bellied Plover,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Black-bellied_Plover
Setophaga striata,Blackpoll Warbler,Song Birds,https://www.allaboutbirds.org/guide/Blackpoll_Warbler
Spizelloides arborea,American Tree Sparrow,Song Birds,https://www.allaboutbirds.org/guide/American_Tree_Sparrow
Tringa flavipes,Lesser Yellowlegs,Shorebirds and Seabirds,https://www.allaboutbirds.org/guide/Lesser_Yellowlegs
Zonotrichia leucophrys,White-crowned Sparrow,Song Birds,https://www.allaboutbirds.org/guide/White-crowned_Sparrow
Zonotrichia querula,Harris's Sparrow,Song Birds,https://www.allaboutbirds.org/guide/Harriss_Sparrow
Tyto furcata,American Barn Owl,Raptors,https://www.allaboutbirds.org/guide/American_Barn_Owl
Gallinula chloropus,Eurasian Moorhen,Waterfowl and Wading Birds,https://birdsoftheworld.org/bow/species/commoo3/cur/introduction